index,type_of_house,living_space,number_of_rooms,rent,construction_year,street,zipcode,region,tag,latitude,longitude
202,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
203,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
204,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
205,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
206,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
207,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
208,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
209,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
210,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
211,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
212,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
213,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
214,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
215,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
216,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
217,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
218,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
219,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
220,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
221,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
222,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
223,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
224,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
225,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
226,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
227,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
228,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
229,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
230,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
231,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
232,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
233,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
234,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
235,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
236,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
237,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
238,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
239,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
240,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
241,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
242,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
243,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
244,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
245,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
246,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
247,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
248,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
249,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
250,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
251,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
252,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
253,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
254,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
255,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
256,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
257,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
258,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
259,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
260,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
261,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
262,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
263,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
264,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
265,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
266,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
267,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
268,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
269,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
270,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
271,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
272,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
273,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
274,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
275,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
276,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
277,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
278,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
279,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
280,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
281,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
282,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
283,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
284,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
285,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
286,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
287,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
288,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
289,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
290,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
291,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
292,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
293,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
294,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
295,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
296,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
297,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
298,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
299,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
300,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
301,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
302,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
303,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
304,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
305,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
306,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
307,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
308,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
309,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
310,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
311,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
312,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
313,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
314,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
315,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
316,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
317,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
318,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
319,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
320,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
321,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
322,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
323,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
324,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
325,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
326,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
327,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
328,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
329,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
330,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
331,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
332,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
333,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
334,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
335,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
336,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
337,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
338,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
339,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
340,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
341,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
342,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
343,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
344,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
345,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
346,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
347,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
348,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
349,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
350,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
351,,40,2.0,820,1975,,60318,"Frankfurt am Main, Nordend-West",/expose/114550604,50.1249136,50.1249136
352,Etagenwohnung,54,2.0,790,1996,,61118,"Bad Vilbel, Wetteraukreis",/expose/114554663,50.1804837,50.1804837
353,Etagenwohnung,115,4.0,1360,,Frankfurter Str. 44,63065,"Offenbach am Main, Stadtmitte",/expose/114551007,,
354,Etagenwohnung,90,3.0,1300,1760,Frankfurter Straße 44,63065,"Offenbach am Main, Stadtmitte",/expose/114550472,,
355,Etagenwohnung,60,3.0,1400,,Lange Straße 20,60311,"Frankfurt am Main, Innenstadt",/expose/114555383,50.1127309,50.1127309
356,Etagenwohnung,66,2.0,990,1900,Taunusstr. 43,63067,"Offenbach, Stadtmitte",/expose/114557261,,
357,,111,3.0,1501,2016,Saonestraße 17,60528,"Frankfurt am Main, Niederrad",/expose/114554533,50.0817745,50.0817745
358,,105,3.0,1606,2016,Saonestraße 13,60528,"Frankfurt am Main, Niederrad",/expose/114554532,50.0817745,50.0817745
359,Dachgeschoss,25,1.0,525,,Heidelberger Straße 81B,64285,"Darmstadt, Bessungen",/expose/114551290,49.858835299999996,49.858835299999996
360,Etagenwohnung,202,5.0,3350,1720,,60528,"Frankfurt, Niederrad",/expose/114554492,50.0870527,50.0870527
361,Etagenwohnung,138,,1980,2001,,65812,"Bad Soden, Bad Soden am Taunus",/expose/114550189,50.14291420000001,50.14291420000001
362,Etagenwohnung,84,3.0,1360,,,60388,"Frankfurt am Main, Bergen-Enkheim",/expose/114553753,50.1580146,50.1580146
363,Etagenwohnung,54,2.0,565,1955,Waldschmidtstraße 85,60314,"Frankfurt am Main, Ostend",/expose/114557243,50.1169599,50.1169599
364,,30,1.0,565,,Theobald-Christ-Straße 11,60316,"Frankfurt am Main, Ostend",/expose/114550244,50.1139623,50.1139623
365,Etagenwohnung,62,2.0,800,,Schneidhainer Straße 6,61462,"Königstein im Taunus, Hochtaunuskreis",/expose/114550707,50.1785375,50.1785375
366,Erdgeschosswohnung,99,3.0,1190,1968,,64546,"Mörfelden, Mörfelden-Walldorf",/expose/114552459,50.00449129999999,50.00449129999999
367,Etagenwohnung,38,1.0,919,1970,,55116,"Mainz, Altstadt",/expose/114550318,50.002218400000004,50.002218400000004
368,Etagenwohnung,48,1.0,1050,2014,Gerbermühlstraße 25,60594,"Frankfurt am Main, Sachsenhausen-Nord",/expose/114556984,50.104569399999995,50.104569399999995
369,,89,3.0,1391,2015,Speicherstraße 26,60327,"Frankfurt am Main, Gutleutviertel",/expose/114554529,50.1008277,50.1008277
370,,112,4.0,1480,1925,,61184,"Karben, Wetteraukreis",/expose/114556788,50.2313417,50.2313417
